id,product_id,user_id,profilename,helpfulnessnumerator,helpfulnessdenominator,rating,time,summary,text,purchased
16552,1261,1897,"""bicround_2000 """"bicround_2000""""""",0,0,5,1336003200,My Mom & Colleen Barrett think it's the best!!!!!,My mother uses it when making the best twice baked sweet potatos:) It's also perfect on those pancakes or waffles!!!!!,1
16553,460,327,"""Colorado Hermit """"ColoradoHermit""""""",2,2,2,1268179200,"""where's the Beef? It's """"NOT"""" like the picture on the can!""","""And where's the vegetable's while your at it? The last 3 or 4 cans of this that I've had has only had 5 or 6 little bits of beef in them. This last one was mostly carrots. It should have been called """"Carrots in Beef Broth"""" Soup. It only had 6 pieces of meat and 5 or 6 little chunks of potato with about 20 pieces of carrots. I usually dump a handful of frozen sweet corn or peas in it and a handful of instant rice to help fill it out. But this time I was out of frozen veggies so I got to see just what ISN'T in the soup. Like there's more stuff missing than in it. Once I finish off the cans that I have left I sure ain't going to waist any more of my money on it.<br /><br />I scanned and uploaded the ingredients on the label from one of the smaller microwavable cans of the same Chunky Beef Soup. What I have got OUT of the can sure ain't like the picture ON the can!""",0
16554,243,3103,Morgen,0,0,5,1319155200,Awesome!,I have my aunt ship this at Christmas time.  It is great on its own or as a creamy butter spread with cinnamon.  I certainly hope that Amazon gets it stocked quickly.  My whole family loves this stuff!,1
16560,219,2255,L. Gold,1,1,4,1220659200,easily switched my son over,I compared the ingredients of Heart to Heart with a generic brand in the same flavor.  The ingredients of this brand seem much more thoughtful and dedicated to quality.  I was worried my 6 year old son may notice a difference and reject it but he didn't even notice I'd switched on him.  I'll feel a lot better feeding him this every morning before school.,1
16561,219,3815,Qian Hua Zhang,1,1,5,1208908800,Kashi 4 Life,Kashi's brand oatmeal is THE perfect thing in the morning. I usually dislike  breakfast but this lightly sweetened and perfectly oaty one is great. I recommend it to everyone.,1
16576,368,2397,"""J. Knopp """"cat mom""""""",1,1,5,1240185600,Fantastic Tea,We love this tea.  Its the only tea my coffee drinking hubby likes.  We use a single mug type tea strainer since the tea is very fine ground.,1
16577,368,1616,Tubby C,0,0,5,1329264000,so good,Taste clean and natural without any aftertaste. I wish I have found this sooner. Has a sweet floral flavor yet remain strong. Yum,1
16579,258,423,C. Tanner,0,0,5,1346544000,Great Gluten Free Pasta,I made the Notta Pasta Spaghetti tonight for the first time with a fresh fish and tomato sauce and it was wonderful. I actually prefer this pasta to wheat pasta. I do not have a gluten intolerance but will continue to buy Notta Pasta instead of wheat pasta as a matter of choice. Great stuff!,1
16580,258,4274,happyakers,0,0,5,1306022400,I can't believe it's not Gluten!,"""My husband has been gluten-free for years so believe me I have tried it all. This product is the closest to """"regular"""" pasta as I have ever tried.  As most of you know texture is the bigger problem when it comes to gluten-free food and this product measures up. My niece came to visit and says it is her favorite.""",1
16584,512,1498,Snoopy,0,0,5,1316304000,Snowpeas,It is very good tasting food. It is very addicting; my family and I can not get enough of it. We go through about 10 bags in about 3 days.,1
16588,656,1131,jjceo,1,1,5,1329955200,Tastes great and fast for a quick snack!,I like peanut butter and the crunchy is the best style that I have found. (My wife likes the creamy version) you can't ask for anything better for a quick meal than peanut butter and crackers or a PBJ sandwich.<br /><br />What I like about peanut butter is that you get 7 grams of protein and 2 grams of fiber but only 3 grams of sugar.  Easy and fast to get a snack and tastes great!  Jiff if a great choice!,1
16596,669,918,Fabulous,0,0,5,1242345600,yummy,the perfect mixer for a summer vodka concoction or by itself for a sweet pick-me-up treat.  The sweetness isn't overpowering and the flavor it true to itself.  Perfect size for my kids to pick one up and have a sweet soda!,1
16598,669,30,"""Stuart M. Tysinger """"Stryper Fan""""""",0,0,5,1242086400,Very Good Drink,I really enjoyed the Switch Kiwi Berry can I received. It is full of flavor and is very good. If you enjoy energy drinks then I recommend this one.,1
16604,669,1074,MLPlayfair,0,0,5,1240531200,Darn good stuff,"""This is a really nice drink -- more satisfying than pop. It's carbonated juice with no sugar or preservatives added. Here's how they can say it's 100 percent juice: """"filtered sparkling water sufficient to reconstitute juice concentrates"""" is added back in. I'd really like to try more flavors -- maybe a sparkling pineapple orange? Mmmm.""",1
16621,669,3893,M. Haddad,0,0,3,1239840000,Good flavor but nothing like Kiwi and Berry,It is not a bad drink. It tastes great but nothing like Kiwi Berry flavor. I can taste more of the apple or punch flavor.<br />I like that it is all natural with no preservatives but I did not like the fact that it is very carbonated.<br />I also like the fact that it does not have corn syrup or sugar that is in most other carbonated beverages.,0
16632,669,2937,Confucious,0,0,5,1239062400,Taste pretty good...,This drink is a great alternative to soda. It has a little bit more sugar than soda but this has better ingredients than a regular soda can. It is a little pricey for a pack of 24 but it is better for you and it taste great.,1
16637,669,3376,Joyce Andrea Sperling,0,0,4,1238889600,GOOD TASTING,I liked this flavor of theis carbonated fruit juice but I will admit that there are flavors I did like better.Also this product should be drunk very cold for maximum flavor.If you like carbonated fruit juice then this product is for you,1
16638,669,889,Woots,0,0,3,1238889600,Super Sweet,This product is extremely sweet to the taste. The berry flavor is overwhelming to the senses.<br /><br />Once you get used to the berry flavor (1/2 way through the can). It becomes more calm to the taste buds and is less striking.<br /><br />If you want a very sweet rare treat this will fit the bill. I could not drink this every day though.,0
16640,669,2357,"""Kurupt """"God-Body Reviewer""""""",0,0,4,1238889600,refreshing drink,This drink was pretty good to me. It has a light not too sweet taste to it and makes you want to drink more than one at a time. What was really good to me is it is light on the carbonation also. All these factors put together means i would try the drink again and recommend it to others.,1
16659,669,690,"""J. J. Marino """"Geekasaurus Rex""""""",0,0,5,1238544000,Very tasty just wish there was more in the can!,"""I love these Switch """"sodas"""" they are very tasty and do not contain any bad ingredients. I love to drink soda and when I go to the store I can never find any without high fructose corn syrup. These switch sodas are very easy drinking but contain NO HFCS! For that reason alone I give this a 5 star. The can size is kind of small compared to what we Americans are used to drinking 16 oz soda is the standard size here in the US. These are 1/2 that size and a quick swig can knock it out.<br /><br />The kiwi-strawberry flavor is very yummy. I highly recommend this to everyone looking for an alternative to other sodas.<br /><br />Calories: 120;<br />Fat: 0;<br />Sodium 15mg;<br />Total Carbohydrates 31g;<br />Sugar 24g;<br />Protein 0g;<br />Vitamin C 100%""",1
16671,669,2930,"""Kevin """"Kevin""""""",0,0,2,1238457600,Yucky taste- expensive too!,"""<span class=""""tiny""""> Length:: 2:06 Mins<br /><br /></span>-1 star for the price!<br />-2 stars for the yucky flavor!<br /><br /> enjoy the video! props to my officemate Brendan for filming.""",0
16675,669,4617,turtle,0,0,3,1238371200,All-natural Strawberry Fanta,You will like this drink if you're into sweet tasting drinks. The bulk of the juice is apple and grape but it does have a strawberry taste with LIGHT carbonation and it is all-natural. It's an all-natural strawberry flavored Fanta!,0
16698,669,4065,Michael Trotman,4,5,1,1235952000,Too sweet and syrupy for my taste...,I'm a bit perplexed wondering what void in the beverage market this is intended to fill.  Imagine a super sweet slightly carbonated juice drink with an almost syrupy consistency and you have The Switch.  I had to drink a tall glass of water after drinking a can of this carbonated candy in a can because it's anything but refreshing.,0
16704,669,4323,Denise Whitcome,0,0,4,1237507200,Yummy,I enjoyed this carbonated Kiwi Berry fruit juice.  The carbonation gave the drink a more complex taste than just plain juice.  It is also a healthy alternative to sodas with no nutritional value.,1
16706,669,2347,Gadgetman,0,0,4,1237420800,Cool refreshing Kiwi taste,I like the sparking refreshing taste of Kiwi in combination with Strawberry but I probably would not sacrifice my thirst for the traditional diet free soda drinks that I got used to.,1
16717,669,2016,"""N. Burt """"nikkles""""""",0,0,5,1237420800,Great!,This drink had a really good flavor.  I not to sweet or too strong.  A really good refreshing beverage that i would buy again.,1
16727,669,1651,"""Michael Countryman """"mike the camera man""""""",0,0,2,1237248000,Where is the Kiwi?,I got this drink expecting the carbonated taste combined with kiwi and berries. Well I could taste the berries but no kiwi. I did like the carbonation with real fruit juices without the added sugar but it is not low cal. I think that I liked this drink better than the tangerine drink but still is not for me. The drink is way too sweet for me to enjoy it.,0
16742,669,4044,Princess Jenny,0,0,5,1236988800,Sweet treat!,"""I say all these reviewers who say this stuff is too sweet are WRONG! Have it on the rocks! The melting ice will water it down just right. I tried four flavors and here is my ranking:<br /><br />1st Place: <a href=""""http://www.amazon.com/gp/product/B001LGGH40"""">Kiwi Berry</a><br />2nd Place: <a href=""""http://www.amazon.com/gp/product/B001LGGH54"""">Watermelon Strawberry</a><br />3rd Place: <a href=""""http://www.amazon.com/gp/product/B001LG940E"""">Black Cherry</a><br />4th Place: <a href=""""http://www.amazon.com/gp/product/B001LG945O"""">Orange Tangerine</a>""",1
16744,669,3517,J. Sullivan,0,0,5,1236988800,Refreshingly Sweet!,Nice and sweet. Tastes like strawberry and kiwi. All natural ingredients.<br /><br />I recommend The Switch!,1
16756,669,2806,"""LG """"family""""""",0,0,5,1236729600,My family loves this drink!  Better than soda.,This drink is a nice change of pace from soda.  It is an all NATURAL beverage with NO JUNK IN IT.  It is made only of juice and carbonation and that is it.  We couldn't believe it when we tried it!  It tastes really great and if I were looking for a drink without caffeine I would choose this.  The Switch is really tasty and satisfying.  I also liked that the carbonation is not quite as heavy as some sodas.  My family of four tried it and we all decided that we would buy this brand again.,1
